::ffff:127.0.0.1 | - | [Tue, 06 Oct 2020 18:30:26 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 242.046 ms | 242.256 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:04 GMT] | OPTIONS /api/hod/create_req | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.118 ms | 0.336 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:04 GMT] | OPTIONS /api/hod/get_req_seq | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.083 ms | 0.244 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:04 GMT] | OPTIONS /api/hod/add_prod | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.075 ms | 0.210 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:04 GMT] | POST /api/hod/get_req_seq | HTTP/1.1 | 404 | 159 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.232 ms | 0.388 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:04 GMT] | POST /api/hod/create_req | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:04 GMT] | POST /api/hod/add_prod | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:06 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 243.587 ms | 243.867 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:06 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 247.310 ms | 247.503 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:06 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | 4845 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 254.712 ms | 254.932 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:06 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 423.471 ms | 423.700 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:16 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 238.622 ms | 238.828 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:16 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 272.242 ms | 272.452 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:16 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 275.267 ms | 275.387 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:35:16 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | 11 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 283.906 ms | 284.129 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:06 GMT] | OPTIONS /api/hod/create_req | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.125 ms | 0.333 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:06 GMT] | OPTIONS /api/hod/get_req_seq | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.080 ms | 0.255 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:06 GMT] | OPTIONS /api/hod/add_prod | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.071 ms | 0.221 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:07 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 223.034 ms | 223.317 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:08 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 234.790 ms | 234.998 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:08 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 247.673 ms | 247.881 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:36:08 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.839 ms | 250.989 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:38:56 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 261.369 ms | 261.657 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:38:56 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 270.391 ms | 270.574 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:38:56 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 271.645 ms | 271.774 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:38:56 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | 11 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 275.580 ms | 275.766 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:19 GMT] | OPTIONS /api/hod/create_req | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.114 ms | 0.326 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:19 GMT] | OPTIONS /api/hod/set_req_seq | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.079 ms | 0.217 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:19 GMT] | OPTIONS /api/hod/add_prod | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.076 ms | 0.217 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:19 GMT] | POST /api/hod/create_req | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:19 GMT] | POST /api/hod/add_prod | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:19 GMT] | POST /api/hod/set_req_seq | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:21 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 231.432 ms | 231.626 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:21 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 238.008 ms | 238.169 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:21 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | 5239 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 250.177 ms | 250.383 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:21 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | 2 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 413.839 ms | 414.130 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:29 GMT] | GET /api/hod/get_req_seq | HTTP/1.1 | 200 | 11 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 235.841 ms | 236.065 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:29 GMT] | GET /api/hod/db_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 246.348 ms | 246.647 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:29 GMT] | GET /api/hod/dir_empid | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 257.762 ms | 257.905 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:40:29 GMT] | GET /api/hod/products | HTTP/1.1 | 200 | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 269.610 ms | 269.836 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:08 GMT] | OPTIONS /api/hod/create_req | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.116 ms | 0.320 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:08 GMT] | OPTIONS /api/hod/set_req_seq | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.073 ms | 0.214 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:08 GMT] | OPTIONS /api/hod/add_prod | HTTP/1.1 | 204 | 0 | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 0.070 ms | 0.192 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:09 GMT] | POST /api/hod/create_req | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:09 GMT] | POST /api/hod/add_prod | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:09 GMT] | POST /api/hod/set_req_seq | HTTP/1.1 | - | - | http://localhost:8080/hod/newproc | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | - ms | - |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:10 GMT] | GET /api/hod/init/emp00004 | HTTP/1.1 | 200 | 5626 | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 238.582 ms | 238.794 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:10 GMT] | GET /api/hod/approved/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 241.435 ms | 241.589 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:10 GMT] | GET /api/hod/completed/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 280.995 ms | 281.195 |
::ffff:127.0.0.1 | - | [Wed, 07 Oct 2020 01:41:10 GMT] | GET /api/hod/terminated/emp00004 | HTTP/1.1 | 200 | - | http://localhost:8080/hod | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:81.0) Gecko/20100101 Firefox/81.0 | 439.689 ms | 439.893 |
